user_id,timestamp,channel,funnel_stage
USER_2509,2026-01-01 16:36:00,Meta Ads,visit
USER_1810,2026-01-01 16:45:00,Google Ads,click
USER_1067,2026-01-01 16:48:00,Google Ads,click
USER_1688,2026-01-01 17:07:00,Google Ads,click
USER_1958,2026-01-01 17:35:00,Google Ads,visit
USER_2279,2026-01-01 17:45:00,Meta Ads,click
USER_2724,2026-01-01 17:53:00,Meta Ads,click
USER_2137,2026-01-01 18:02:00,Organic Search,visit
USER_1446,2026-01-01 18:08:00,Google Ads,booking
USER_1529,2026-01-01 18:10:00,Google Ads,click
USER_2933,2026-01-01 18:31:00,Meta Ads,visit
USER_1579,2026-01-01 18:35:00,Email Referral,click
USER_1502,2026-01-01 18:38:00,Google Ads,signup
USER_1112,2026-01-01 18:51:00,Organic Search,visit
USER_1860,2026-01-01 19:16:00,Organic Search,signup
USER_2693,2026-01-01 19:21:00,Meta Ads,signup
USER_2431,2026-01-01 19:23:00,Google Ads,click
USER_3238,2026-01-01 19:27:00,Organic Search,click
USER_2017,2026-01-01 19:35:00,Google Ads,signup
USER_1477,2026-01-01 19:42:00,Meta Ads,signup
USER_2957,2026-01-01 19:55:00,Google Ads,click
USER_1835,2026-01-01 20:11:00,Email Referral,click
USER_1976,2026-01-01 20:19:00,Organic Search,visit
USER_1634,2026-01-01 20:22:00,Meta Ads,click
USER_2487,2026-01-01 20:26:00,Organic Search,click
USER_1359,2026-01-01 20:27:00,Meta Ads,click
USER_2789,2026-01-01 20:43:00,Google Ads,signup
USER_1825,2026-01-01 20:45:00,Google Ads,click
USER_3123,2026-01-01 20:47:00,Meta Ads,click
USER_1522,2026-01-01 21:00:00,Meta Ads,click
USER_2112,2026-01-01 21:00:00,Google Ads,click
USER_2425,2026-01-01 21:05:00,Google Ads,signup
USER_1060,2026-01-01 21:08:00,Organic Search,visit
USER_2398,2026-01-01 21:17:00,Google Ads,booking
USER_1815,2026-01-01 21:38:00,Google Ads,click
USER_3366,2026-01-01 21:45:00,Google Ads,visit
USER_2557,2026-01-01 21:55:00,Meta Ads,click
USER_2768,2026-01-01 22:30:00,Meta Ads,signup
USER_1686,2026-01-01 22:42:00,Organic Search,click
USER_2098,2026-01-01 22:50:00,Organic Search,signup
USER_2552,2026-01-01 23:07:00,Organic Search,click
USER_2125,2026-01-01 23:11:00,Google Ads,visit
USER_2204,2026-01-01 23:18:00,Google Ads,click
USER_2253,2026-01-01 23:26:00,Meta Ads,visit
USER_3196,2026-01-01 23:29:00,Organic Search,click
USER_3205,2026-01-02 00:01:00,Organic Search,click
USER_2893,2026-01-02 00:03:00,Meta Ads,signup
USER_2752,2026-01-02 00:11:00,Organic Search,click
USER_3387,2026-01-02 00:15:00,Organic Search,visit
USER_1691,2026-01-02 00:28:00,Organic Search,click
USER_3444,2026-01-02 00:48:00,Meta Ads,signup
USER_3435,2026-01-02 01:25:00,Google Ads,booking
USER_1600,2026-01-02 01:38:00,Meta Ads,click
USER_3161,2026-01-02 01:42:00,Meta Ads,visit
USER_1936,2026-01-02 02:06:00,Meta Ads,signup
USER_2683,2026-01-02 02:12:00,Email Referral,click
USER_3300,2026-01-02 02:13:00,Organic Search,visit
USER_2525,2026-01-02 02:27:00,Google Ads,click
USER_2891,2026-01-02 02:33:00,Google Ads,click
USER_3209,2026-01-02 02:42:00,Meta Ads,signup
USER_1439,2026-01-02 03:09:00,Organic Search,click
USER_3119,2026-01-02 03:13:00,Google Ads,visit
USER_1660,2026-01-02 03:34:00,Google Ads,click
USER_3173,2026-01-02 03:43:00,Meta Ads,visit
USER_3476,2026-01-02 03:57:00,Organic Search,click
USER_1314,2026-01-02 04:16:00,Meta Ads,visit
USER_3012,2026-01-02 04:19:00,Google Ads,visit
USER_1309,2026-01-02 04:20:00,Meta Ads,click
USER_1990,2026-01-02 04:36:00,Google Ads,visit
USER_2017,2026-01-02 04:47:00,Meta Ads,click
USER_1920,2026-01-02 05:03:00,Email Referral,click
USER_1029,2026-01-02 05:04:00,Organic Search,visit
USER_1831,2026-01-02 05:06:00,Meta Ads,visit
USER_1328,2026-01-02 05:11:00,Organic Search,click
USER_2064,2026-01-02 05:12:00,Meta Ads,click
USER_1522,2026-01-02 05:13:00,Meta Ads,click
USER_1898,2026-01-02 05:19:00,Meta Ads,click
USER_2198,2026-01-02 05:29:00,Google Ads,click
USER_1270,2026-01-02 05:31:00,Meta Ads,visit
USER_1995,2026-01-02 05:36:00,Google Ads,signup
USER_2356,2026-01-02 06:40:00,Email Referral,visit
USER_2991,2026-01-02 06:55:00,Organic Search,click
USER_1228,2026-01-02 07:06:00,Organic Search,visit
USER_2178,2026-01-02 07:36:00,Organic Search,visit
USER_1186,2026-01-02 07:49:00,Google Ads,visit
USER_2280,2026-01-02 07:52:00,Google Ads,click
USER_1163,2026-01-02 08:15:00,Google Ads,click
USER_1728,2026-01-02 08:15:00,Email Referral,click
USER_2143,2026-01-02 08:34:00,Google Ads,signup
USER_3200,2026-01-02 08:42:00,Meta Ads,click
USER_1760,2026-01-02 08:53:00,Google Ads,click
USER_1919,2026-01-02 08:53:00,Google Ads,visit
USER_3144,2026-01-02 08:54:00,Meta Ads,visit
USER_1289,2026-01-02 09:09:00,Google Ads,booking
USER_1144,2026-01-02 09:18:00,Google Ads,click
USER_1968,2026-01-02 09:26:00,Organic Search,signup
USER_3015,2026-01-02 09:36:00,Google Ads,click
USER_3041,2026-01-02 09:38:00,Meta Ads,visit
USER_2137,2026-01-02 09:42:00,Google Ads,click
USER_1371,2026-01-02 09:42:00,Google Ads,click
USER_1126,2026-01-02 10:07:00,Meta Ads,click
USER_2486,2026-01-02 10:32:00,Meta Ads,click
USER_3391,2026-01-02 10:45:00,Meta Ads,signup
USER_2857,2026-01-02 10:55:00,Organic Search,click
USER_2987,2026-01-02 11:10:00,Google Ads,visit
USER_2334,2026-01-02 11:30:00,Email Referral,visit
USER_3039,2026-01-02 11:31:00,Email Referral,click
USER_1766,2026-01-02 11:40:00,Google Ads,visit
USER_2459,2026-01-02 11:42:00,Meta Ads,visit
USER_1514,2026-01-02 11:54:00,Meta Ads,click
USER_3005,2026-01-02 11:58:00,Email Referral,visit
USER_1084,2026-01-02 12:23:00,Email Referral,signup
USER_2821,2026-01-02 12:31:00,Email Referral,click
USER_2032,2026-01-02 12:31:00,Meta Ads,click
USER_1532,2026-01-02 12:52:00,Google Ads,visit
USER_2040,2026-01-02 12:54:00,Google Ads,visit
USER_2067,2026-01-02 13:00:00,Email Referral,click
USER_1263,2026-01-02 13:01:00,Email Referral,click
USER_2506,2026-01-02 13:04:00,Google Ads,click
USER_2888,2026-01-02 13:06:00,Meta Ads,signup
USER_1420,2026-01-02 13:09:00,Google Ads,visit
USER_2480,2026-01-02 13:16:00,Meta Ads,click
USER_1536,2026-01-02 13:26:00,Email Referral,click
USER_1255,2026-01-02 13:27:00,Google Ads,visit
USER_3403,2026-01-02 13:39:00,Google Ads,visit
USER_1598,2026-01-02 13:42:00,Meta Ads,click
USER_2760,2026-01-02 13:43:00,Google Ads,click
USER_1792,2026-01-02 14:17:00,Google Ads,signup
USER_2388,2026-01-02 14:30:00,Organic Search,visit
USER_3310,2026-01-02 14:39:00,Email Referral,booking
USER_3036,2026-01-02 14:52:00,Google Ads,click
USER_2697,2026-01-02 14:59:00,Google Ads,click
USER_3386,2026-01-02 15:04:00,Organic Search,visit
USER_1900,2026-01-02 15:05:00,Google Ads,visit
USER_3060,2026-01-02 15:07:00,Meta Ads,signup
USER_3252,2026-01-02 15:16:00,Organic Search,click
USER_1988,2026-01-02 16:16:00,Organic Search,click
USER_1390,2026-01-02 16:22:00,Organic Search,click
USER_3041,2026-01-02 16:27:00,Organic Search,click
USER_2564,2026-01-02 16:30:00,Google Ads,booking
USER_1563,2026-01-02 16:37:00,Meta Ads,signup
USER_3064,2026-01-02 16:37:00,Meta Ads,visit
USER_1935,2026-01-02 16:58:00,Email Referral,signup
USER_1774,2026-01-02 17:08:00,Google Ads,click
USER_2559,2026-01-02 17:45:00,Google Ads,signup
USER_2005,2026-01-02 17:48:00,Organic Search,click
USER_2614,2026-01-02 18:13:00,Organic Search,click
USER_3051,2026-01-02 18:15:00,Organic Search,click
USER_3121,2026-01-02 18:22:00,Organic Search,visit
USER_1852,2026-01-02 18:28:00,Google Ads,visit
USER_3279,2026-01-02 19:01:00,Meta Ads,visit
USER_1288,2026-01-02 19:02:00,Meta Ads,visit
USER_3224,2026-01-02 19:18:00,Organic Search,click
USER_2193,2026-01-02 19:26:00,Google Ads,click
USER_1540,2026-01-02 19:46:00,Email Referral,visit
USER_1185,2026-01-02 19:55:00,Meta Ads,click
USER_1632,2026-01-02 20:11:00,Email Referral,click
USER_2857,2026-01-02 20:15:00,Meta Ads,visit
USER_2435,2026-01-02 20:18:00,Google Ads,signup
USER_1973,2026-01-02 20:24:00,Google Ads,click
USER_2984,2026-01-02 20:41:00,Google Ads,click
USER_3028,2026-01-02 20:50:00,Google Ads,click
USER_1235,2026-01-02 21:07:00,Google Ads,visit
USER_1415,2026-01-02 21:13:00,Google Ads,signup
USER_1276,2026-01-02 21:14:00,Google Ads,click
USER_1855,2026-01-02 21:27:00,Google Ads,signup
USER_2759,2026-01-02 21:38:00,Google Ads,click
USER_1592,2026-01-02 21:53:00,Google Ads,click
USER_3259,2026-01-02 21:55:00,Google Ads,click
USER_1166,2026-01-02 22:23:00,Meta Ads,visit
USER_1516,2026-01-02 22:33:00,Meta Ads,click
USER_2908,2026-01-02 22:43:00,Google Ads,click
USER_1225,2026-01-02 22:52:00,Meta Ads,visit
USER_1243,2026-01-02 23:15:00,Google Ads,click
USER_2460,2026-01-02 23:29:00,Google Ads,click
USER_3094,2026-01-02 23:34:00,Email Referral,visit
USER_1638,2026-01-02 23:36:00,Organic Search,click
USER_2819,2026-01-02 23:41:00,Meta Ads,signup
USER_3464,2026-01-03 00:06:00,Email Referral,visit
USER_2251,2026-01-03 00:20:00,Meta Ads,visit
USER_2752,2026-01-03 00:23:00,Google Ads,click
USER_2361,2026-01-03 00:37:00,Google Ads,signup
USER_1068,2026-01-03 00:45:00,Google Ads,click
USER_1998,2026-01-03 00:45:00,Google Ads,visit
USER_1028,2026-01-03 00:52:00,Organic Search,visit
USER_2573,2026-01-03 01:06:00,Google Ads,signup
USER_2312,2026-01-03 01:08:00,Organic Search,click
USER_2479,2026-01-03 01:09:00,Organic Search,click
USER_2976,2026-01-03 01:21:00,Google Ads,visit
USER_1381,2026-01-03 01:29:00,Meta Ads,visit
USER_1897,2026-01-03 02:49:00,Organic Search,click
USER_3413,2026-01-03 03:16:00,Google Ads,click
USER_1945,2026-01-03 03:34:00,Meta Ads,click
USER_3046,2026-01-03 03:43:00,Meta Ads,visit
USER_3442,2026-01-03 03:46:00,Organic Search,click
USER_3444,2026-01-03 03:55:00,Google Ads,click
USER_1202,2026-01-03 04:01:00,Meta Ads,click
USER_3429,2026-01-03 04:27:00,Email Referral,signup
USER_2811,2026-01-03 05:08:00,Google Ads,visit
USER_2578,2026-01-03 05:21:00,Google Ads,click
USER_2755,2026-01-03 05:30:00,Meta Ads,click
USER_2352,2026-01-03 05:53:00,Meta Ads,signup
USER_3260,2026-01-03 06:21:00,Google Ads,signup
USER_3266,2026-01-03 06:23:00,Organic Search,click
USER_2863,2026-01-03 06:27:00,Google Ads,click
USER_3147,2026-01-03 06:27:00,Meta Ads,signup
USER_1149,2026-01-03 06:38:00,Google Ads,click
USER_2591,2026-01-03 07:04:00,Organic Search,visit
USER_3469,2026-01-03 07:05:00,Meta Ads,click
USER_2272,2026-01-03 07:10:00,Google Ads,click
USER_1396,2026-01-03 07:10:00,Email Referral,click
USER_2030,2026-01-03 07:11:00,Google Ads,visit
USER_2504,2026-01-03 07:24:00,Google Ads,visit
USER_1468,2026-01-03 07:43:00,Google Ads,visit
USER_2480,2026-01-03 07:55:00,Google Ads,booking
USER_3280,2026-01-03 08:01:00,Google Ads,booking
USER_1690,2026-01-03 08:02:00,Google Ads,click
USER_2458,2026-01-03 08:09:00,Organic Search,visit
USER_3356,2026-01-03 08:51:00,Meta Ads,signup
USER_1918,2026-01-03 08:52:00,Google Ads,click
USER_1411,2026-01-03 08:59:00,Meta Ads,signup
USER_3299,2026-01-03 09:03:00,Google Ads,visit
USER_3285,2026-01-03 09:58:00,Email Referral,visit
USER_2472,2026-01-03 10:03:00,Meta Ads,signup
USER_3292,2026-01-03 10:04:00,Google Ads,booking
USER_2516,2026-01-03 10:09:00,Meta Ads,visit
USER_3487,2026-01-03 10:32:00,Organic Search,visit
USER_2650,2026-01-03 11:06:00,Google Ads,click
USER_2929,2026-01-03 11:15:00,Google Ads,click
USER_1729,2026-01-03 11:44:00,Google Ads,visit
USER_1342,2026-01-03 11:45:00,Organic Search,click
USER_2904,2026-01-03 11:53:00,Google Ads,visit
USER_2809,2026-01-03 11:56:00,Google Ads,click
USER_1192,2026-01-03 11:58:00,Meta Ads,signup
USER_2406,2026-01-03 12:06:00,Email Referral,click
USER_1903,2026-01-03 12:20:00,Google Ads,click
USER_3112,2026-01-03 12:24:00,Organic Search,click
USER_1037,2026-01-03 12:29:00,Organic Search,visit
USER_3438,2026-01-03 12:35:00,Meta Ads,click
USER_2539,2026-01-03 12:37:00,Google Ads,click
USER_2799,2026-01-03 13:04:00,Organic Search,signup
USER_1076,2026-01-03 13:41:00,Email Referral,click
USER_2303,2026-01-03 13:50:00,Google Ads,click
USER_1659,2026-01-03 13:55:00,Email Referral,click
USER_2536,2026-01-03 13:59:00,Google Ads,click
USER_2707,2026-01-03 14:56:00,Google Ads,signup
USER_3302,2026-01-03 15:03:00,Organic Search,click
USER_2724,2026-01-03 15:03:00,Google Ads,click
USER_2507,2026-01-03 15:07:00,Meta Ads,booking
USER_1393,2026-01-03 15:23:00,Organic Search,visit
USER_2429,2026-01-03 15:31:00,Meta Ads,click
USER_1859,2026-01-03 16:13:00,Google Ads,visit
USER_1982,2026-01-03 16:31:00,Organic Search,signup
USER_1149,2026-01-03 16:45:00,Google Ads,visit
USER_1891,2026-01-03 17:41:00,Google Ads,click
USER_2866,2026-01-03 17:50:00,Email Referral,visit
USER_3264,2026-01-03 18:22:00,Google Ads,click
USER_2740,2026-01-03 18:47:00,Organic Search,visit
USER_1983,2026-01-03 19:04:00,Google Ads,click
USER_1975,2026-01-03 19:16:00,Organic Search,visit
USER_3357,2026-01-03 19:30:00,Google Ads,click
USER_3016,2026-01-03 19:35:00,Email Referral,click
USER_2757,2026-01-03 19:38:00,Meta Ads,click
USER_2652,2026-01-03 19:56:00,Google Ads,visit
USER_2995,2026-01-03 20:33:00,Google Ads,click
USER_3218,2026-01-03 20:35:00,Organic Search,click
USER_1415,2026-01-03 20:44:00,Email Referral,visit
USER_3264,2026-01-03 21:07:00,Meta Ads,click
USER_1780,2026-01-03 21:07:00,Meta Ads,click
USER_1029,2026-01-03 21:19:00,Organic Search,click
USER_2930,2026-01-03 21:20:00,Email Referral,click
USER_3198,2026-01-03 21:34:00,Meta Ads,click
USER_2217,2026-01-03 21:39:00,Meta Ads,visit
USER_1054,2026-01-03 22:05:00,Organic Search,click
USER_1979,2026-01-03 22:12:00,Meta Ads,click
USER_2243,2026-01-03 22:19:00,Google Ads,click
USER_3157,2026-01-03 22:56:00,Google Ads,visit
USER_1204,2026-01-03 23:53:00,Meta Ads,click
USER_2255,2026-01-04 00:05:00,Meta Ads,booking
USER_1905,2026-01-04 00:32:00,Google Ads,click
USER_2364,2026-01-04 00:54:00,Google Ads,click
USER_3449,2026-01-04 00:55:00,Email Referral,visit
USER_1672,2026-01-04 01:00:00,Organic Search,click
USER_2904,2026-01-04 01:00:00,Google Ads,click
USER_2039,2026-01-04 01:12:00,Meta Ads,click
USER_1603,2026-01-04 01:12:00,Google Ads,click
USER_3175,2026-01-04 01:17:00,Email Referral,visit
USER_1007,2026-01-04 01:37:00,Organic Search,signup
USER_2235,2026-01-04 01:38:00,Organic Search,signup
USER_3200,2026-01-04 01:48:00,Google Ads,visit
USER_2330,2026-01-04 01:58:00,Organic Search,signup
USER_1012,2026-01-04 02:02:00,Google Ads,visit
USER_1179,2026-01-04 02:03:00,Organic Search,click
USER_3397,2026-01-04 02:19:00,Meta Ads,click
USER_1379,2026-01-04 02:32:00,Google Ads,visit
USER_1825,2026-01-04 02:34:00,Organic Search,click
USER_1421,2026-01-04 02:48:00,Email Referral,visit
USER_2773,2026-01-04 02:58:00,Google Ads,click
USER_3247,2026-01-04 03:48:00,Google Ads,signup
USER_2351,2026-01-04 03:53:00,Google Ads,visit
USER_2147,2026-01-04 04:06:00,Organic Search,click
USER_1842,2026-01-04 04:18:00,Organic Search,visit
USER_3245,2026-01-04 04:27:00,Organic Search,click
USER_1282,2026-01-04 04:30:00,Meta Ads,click
USER_2711,2026-01-04 05:29:00,Organic Search,click
USER_1548,2026-01-04 05:33:00,Meta Ads,visit
USER_2001,2026-01-04 05:41:00,Organic Search,visit
USER_1328,2026-01-04 05:50:00,Google Ads,visit
USER_1343,2026-01-04 06:02:00,Organic Search,click
USER_1306,2026-01-04 06:04:00,Google Ads,signup
USER_3113,2026-01-04 06:18:00,Google Ads,click
USER_2450,2026-01-04 06:28:00,Meta Ads,visit
USER_3236,2026-01-04 06:33:00,Google Ads,click
USER_1617,2026-01-04 06:52:00,Organic Search,visit
USER_1644,2026-01-04 07:11:00,Google Ads,click
USER_1575,2026-01-04 07:19:00,Google Ads,signup
USER_1231,2026-01-04 07:31:00,Google Ads,click
USER_3354,2026-01-04 07:35:00,Organic Search,click
USER_1633,2026-01-04 07:42:00,Google Ads,click
USER_1552,2026-01-04 07:48:00,Google Ads,click
USER_2789,2026-01-04 08:02:00,Google Ads,visit
USER_3318,2026-01-04 08:38:00,Organic Search,click
USER_1602,2026-01-04 08:44:00,Organic Search,click
USER_1233,2026-01-04 09:35:00,Meta Ads,visit
USER_1031,2026-01-04 09:42:00,Meta Ads,click
USER_1647,2026-01-04 09:42:00,Meta Ads,click
USER_3171,2026-01-04 09:50:00,Organic Search,click
USER_3098,2026-01-04 09:56:00,Organic Search,click
USER_1440,2026-01-04 10:16:00,Google Ads,visit
USER_3282,2026-01-04 10:39:00,Google Ads,booking
USER_1560,2026-01-04 11:16:00,Organic Search,click
USER_2260,2026-01-04 11:31:00,Organic Search,signup
USER_2696,2026-01-04 11:50:00,Google Ads,visit
USER_1480,2026-01-04 11:52:00,Organic Search,click
USER_2149,2026-01-04 12:40:00,Meta Ads,signup
USER_2562,2026-01-04 12:46:00,Meta Ads,click
USER_1091,2026-01-04 12:48:00,Google Ads,visit
USER_3207,2026-01-04 12:49:00,Google Ads,signup
USER_1541,2026-01-04 12:51:00,Email Referral,signup
USER_2289,2026-01-04 12:55:00,Organic Search,visit
USER_2328,2026-01-04 12:57:00,Google Ads,click
USER_2272,2026-01-04 13:03:00,Google Ads,visit
USER_1633,2026-01-04 13:07:00,Meta Ads,click
USER_3138,2026-01-04 13:14:00,Meta Ads,click
USER_1435,2026-01-04 13:19:00,Google Ads,signup
USER_1962,2026-01-04 13:20:00,Meta Ads,click
USER_2239,2026-01-04 13:20:00,Email Referral,signup
USER_2557,2026-01-04 13:37:00,Google Ads,click
USER_3400,2026-01-04 13:44:00,Organic Search,visit
USER_2548,2026-01-04 14:17:00,Google Ads,visit
USER_1759,2026-01-04 14:24:00,Meta Ads,click
USER_1526,2026-01-04 14:43:00,Organic Search,click
USER_1345,2026-01-04 14:46:00,Meta Ads,click
USER_1190,2026-01-04 14:51:00,Meta Ads,visit
USER_3469,2026-01-04 14:51:00,Meta Ads,signup
USER_1769,2026-01-04 15:02:00,Meta Ads,booking
USER_2968,2026-01-04 15:05:00,Meta Ads,signup
USER_1772,2026-01-04 15:13:00,Meta Ads,click
USER_2915,2026-01-04 15:13:00,Organic Search,click
USER_1657,2026-01-04 15:24:00,Google Ads,click
USER_1379,2026-01-04 15:42:00,Email Referral,click
USER_1557,2026-01-04 16:23:00,Google Ads,booking
USER_3241,2026-01-04 16:30:00,Organic Search,click
USER_1763,2026-01-04 16:43:00,Google Ads,visit
USER_2024,2026-01-04 16:46:00,Email Referral,visit
USER_2522,2026-01-04 16:48:00,Google Ads,click
USER_1376,2026-01-04 16:51:00,Organic Search,click
USER_2163,2026-01-04 16:57:00,Meta Ads,booking
USER_2880,2026-01-04 17:04:00,Organic Search,click
USER_1076,2026-01-04 17:28:00,Email Referral,click
USER_1273,2026-01-04 17:43:00,Organic Search,visit
USER_2257,2026-01-04 17:54:00,Email Referral,click
USER_3331,2026-01-04 18:18:00,Organic Search,click
USER_1239,2026-01-04 18:19:00,Meta Ads,click
USER_1836,2026-01-04 18:24:00,Google Ads,click
USER_3127,2026-01-04 18:28:00,Meta Ads,signup
USER_2723,2026-01-04 18:29:00,Email Referral,click
USER_1321,2026-01-04 18:48:00,Google Ads,click
USER_2131,2026-01-04 19:01:00,Meta Ads,click
USER_1391,2026-01-04 19:14:00,Organic Search,click
USER_2015,2026-01-04 19:22:00,Google Ads,click
USER_2126,2026-01-04 19:54:00,Meta Ads,click
USER_1442,2026-01-04 20:02:00,Email Referral,visit
USER_1958,2026-01-04 20:25:00,Google Ads,click
USER_1327,2026-01-04 20:38:00,Email Referral,booking
USER_2038,2026-01-04 20:51:00,Meta Ads,visit
USER_2815,2026-01-04 20:57:00,Google Ads,signup
USER_2373,2026-01-04 20:59:00,Email Referral,visit
USER_2010,2026-01-04 21:06:00,Google Ads,visit
USER_1703,2026-01-04 21:34:00,Meta Ads,visit
USER_1147,2026-01-04 21:44:00,Google Ads,visit
USER_1977,2026-01-04 21:45:00,Organic Search,click
USER_1771,2026-01-04 22:05:00,Google Ads,signup
USER_2582,2026-01-04 22:13:00,Meta Ads,visit
USER_1092,2026-01-04 22:22:00,Organic Search,click
USER_2043,2026-01-04 22:24:00,Organic Search,signup
USER_1720,2026-01-04 22:28:00,Meta Ads,signup
USER_1848,2026-01-04 23:15:00,Organic Search,visit
USER_2939,2026-01-04 23:32:00,Meta Ads,booking
USER_3402,2026-01-04 23:39:00,Google Ads,click
USER_1422,2026-01-05 00:21:00,Organic Search,visit
USER_1078,2026-01-05 00:21:00,Google Ads,signup
USER_1039,2026-01-05 00:25:00,Organic Search,click
USER_3296,2026-01-05 00:27:00,Meta Ads,click
USER_1855,2026-01-05 01:04:00,Meta Ads,click
USER_3226,2026-01-05 01:05:00,Organic Search,visit
USER_1208,2026-01-05 01:10:00,Google Ads,visit
USER_1754,2026-01-05 01:27:00,Meta Ads,visit
USER_2777,2026-01-05 01:40:00,Meta Ads,click
USER_3266,2026-01-05 01:41:00,Organic Search,visit
USER_1913,2026-01-05 01:43:00,Email Referral,visit
USER_1712,2026-01-05 02:03:00,Organic Search,signup
USER_2226,2026-01-05 02:06:00,Google Ads,click
USER_1434,2026-01-05 02:10:00,Google Ads,click
USER_3161,2026-01-05 02:12:00,Meta Ads,click
USER_3354,2026-01-05 02:16:00,Email Referral,click
USER_1146,2026-01-05 02:18:00,Meta Ads,booking
USER_2773,2026-01-05 02:22:00,Google Ads,signup
USER_3434,2026-01-05 02:49:00,Google Ads,click
USER_1242,2026-01-05 02:50:00,Meta Ads,visit
USER_1234,2026-01-05 03:06:00,Organic Search,visit
USER_2348,2026-01-05 03:11:00,Organic Search,click
USER_2167,2026-01-05 03:51:00,Meta Ads,visit
USER_1070,2026-01-05 03:55:00,Organic Search,click
USER_1711,2026-01-05 03:58:00,Google Ads,click
